X_id,dataCollectionDate,beachName,windSpeed,windDirection,airTemp,rain,rainAmount,waterTemp,waterFowl,waveAction,waterClarity,turbidity
13183,2025-06-13,Sunnyside Beach,26,NE,13,No,NA,10,53,NONE,Clear,0.68
13184,2025-06-13,Hanlan's Point Beach,26,NE,13,No,NA,8,NA,NONE,Clear,NA
13185,2025-06-13,Gibraltar Point Beach,26,NE,13,No,NA,13,NA,LOW,Cloudy,NA
13186,2025-06-13,Centre Island Beach,26,NE,13,No,NA,14,NA,LOW,Cloudy,NA
13187,2025-06-13,Ward's Island Beach,26,NE,13,No,NA,14,NA,LOW,Cloudy,NA
13188,2025-06-13,Cherry Beach,26,NE,13,No,NA,16,NA,LOW,Clear,NA
13189,2025-06-13,Woodbine Beaches,26,NE,13,No,NA,7,NA,MOD,Cloudy,NA
13190,2025-06-13,Kew Balmy Beach,26,NE,13,No,NA,7,3,MOD,Cloudy,NA
13191,2025-06-13,Bluffer's Beach Park,26,NE,13,No,NA,4,42,HIGH,Cloudy,NA
13222,2023-06-02,Marie Curtis Park East Beach,13,W,20,No,NA,18,9,NONE,Clear,0.72
13223,2023-06-02,Sunnyside Beach,13,W,20,No,NA,18,7,NONE,Clear,0.61
13224,2023-06-02,Hanlan's Point Beach,13,W,20,No,NA,19,5,NONE,Clear,NA
13225,2023-06-02,Gibraltar Point Beach,13,W,20,No,NA,19,7,NONE,Clear,NA
13226,2023-06-02,Centre Island Beach,13,W,20,No,NA,19,10,NONE,Clear,NA
13227,2023-06-02,Ward's Island Beach,13,W,20,No,NA,19,11,NONE,Clear,NA
13228,2023-06-02,Cherry Beach,13,W,20,No,NA,20,14,NONE,Clear,NA
13229,2023-06-02,Woodbine Beaches,13,W,20,No,NA,16,13,NONE,Clear,NA
13230,2023-06-02,Kew Balmy Beach,13,W,20,No,NA,16,41,NONE,Clear,NA
13231,2023-06-02,Bluffer's Beach Park,13,W,20,No,NA,17,NA,NONE,Clear,NA
13232,2024-08-24,Marie Curtis Park East Beach,8,W,17,No,NA,20,NA,NONE,Murky,1.35
13233,2024-08-24,Sunnyside Beach,8,W,17,No,NA,20,5,NONE,Clear,1.87
13234,2024-08-24,Hanlan's Point Beach,8,W,17,No,NA,20,NA,NONE,Clear,NA
13235,2024-08-24,Gibraltar Point Beach,8,W,17,No,NA,21,NA,NONE,Clear,NA
13236,2024-08-24,Centre Island Beach,8,W,17,No,NA,19,NA,NONE,Clear,NA
13237,2024-08-24,Ward's Island Beach,8,W,17,No,NA,20,NA,NONE,Clear,NA
13238,2024-08-24,Cherry Beach,8,W,17,No,NA,20,NA,NONE,Clear,NA
13239,2024-08-24,Woodbine Beaches,8,W,17,No,NA,17,12,NONE,Clear,NA
13240,2024-08-24,Kew Balmy Beach,8,W,17,No,NA,17,13,NONE,Clear,NA
13241,2024-08-24,Bluffer's Beach Park,8,W,17,No,NA,16,15,NONE,Clear,NA
13262,2023-06-28,Marie Curtis Park East Beach,17,N,16,Yes,3,19,NA,NONE,clear,1.1
13263,2023-06-28,Sunnyside Beach,17,N,16,Yes,3,20,5,NONE,clear,1.19
13264,2023-06-28,Hanlan's Point Beach,17,N,16,Yes,3,20,NA,MOD,clear,NA
13265,2023-06-28,Gibraltar Point Beach,17,N,16,Yes,3,20,NA,NONE,clear,NA
13266,2023-06-28,Centre Island Beach,17,N,16,Yes,3,19,NA,NONE,clear,NA
13267,2023-06-28,Ward's Island Beach,17,N,16,Yes,3,20,NA,NONE,clear,NA
13268,2023-06-28,Cherry Beach,17,N,16,Yes,3,20,NA,NONE,clear,NA
13269,2023-06-28,Woodbine Beaches,17,N,16,Yes,3,17,45,NONE,Clear,NA
13270,2023-06-28,Kew Balmy Beach,17,N,16,Yes,3,17,45,NONE,Clear,NA
13271,2023-06-28,Bluffer's Beach Park,17,N,16,Yes,3,20,NA,NONE,Murky,NA
13272,2023-08-03,Marie Curtis Park East Beach,9,SW,20,Yes,NA,21,NA,LOW,cloudy,2.83
13273,2023-08-03,Sunnyside Beach,9,SW,20,Yes,NA,21,1,NONE,clear,1.44
13274,2023-08-03,Hanlan's Point Beach,9,SW,20,Yes,NA,21,1,MOD,clear,NA
13275,2023-08-03,Gibraltar Point Beach,9,SW,20,Yes,NA,21,NA,MOD,clear,NA
13276,2023-08-03,Centre Island Beach,9,SW,20,Yes,NA,21,12,LOW,clear,NA
13277,2023-08-03,Ward's Island Beach,9,SW,20,Yes,NA,21,2,MOD,clear,NA
13278,2023-08-03,Cherry Beach,9,SW,20,Yes,NA,22,NA,LOW,clear,NA
13279,2023-08-03,Woodbine Beaches,9,SW,20,Yes,NA,20,2,NONE,Clear,NA
13280,2023-08-03,Kew Balmy Beach,9,SW,20,Yes,NA,20,77,NONE,Clear,NA
13281,2023-08-03,Bluffer's Beach Park,9,SW,20,Yes,NA,20,4,LOW,Clear,NA
13282,2024-06-05,Marie Curtis Park East Beach,18,E,19,No,NA,18,20,NONE,clear,1.04
13283,2024-06-05,Sunnyside Beach,18,E,19,No,NA,18,5,NONE,clear,1.4
13284,2024-06-05,Hanlan's Point Beach,18,E,19,No,NA,16,NA,LOW,clear,NA
13285,2024-06-05,Gibraltar Point Beach,18,E,19,No,NA,16,NA,LOW,clear,NA
13286,2024-06-05,Centre Island Beach,18,E,19,No,NA,17,2,NONE,clear,NA
13287,2024-06-05,Ward's Island Beach,18,E,19,No,NA,16,NA,NONE,clear,NA
13288,2024-06-05,Cherry Beach,18,E,19,No,NA,18,16,NONE,clear,NA
13289,2024-06-05,Woodbine Beaches,18,E,19,No,NA,13,NA,NONE,clear,NA
13290,2024-06-05,Kew Balmy Beach,18,E,19,No,NA,12,NA,NONE,clear,NA
13291,2024-06-05,Bluffer's Beach Park,18,E,19,No,NA,16,48,NONE,clear,NA
13292,2025-06-20,Marie Curtis Park East Beach,8,SW,14,Yes,0,16,13,NONE,Clear,0.56
13293,2025-06-20,Sunnyside Beach,8,SW,14,Yes,0,16,4,NONE,Clear,1.31
13294,2025-06-20,Hanlan's Point Beach,8,SW,14,Yes,0,12,NA,NONE,Clear,NA
13295,2025-06-20,Gibraltar Point Beach,8,SW,14,Yes,0,15,36,NONE,Clear,NA
13296,2025-06-20,Centre Island Beach,8,SW,14,Yes,0,16,17,NONE,Clear,NA
13297,2025-06-20,Ward's Island Beach,8,SW,14,Yes,0,17,NA,NONE,Murky,NA
13298,2025-06-20,Cherry Beach,8,SW,14,Yes,0,17,NA,NONE,Clear,NA
13299,2025-06-20,Woodbine Beaches,8,SW,14,Yes,0,10,5,NONE,Cloudy,NA
13300,2025-06-20,Kew Balmy Beach,8,SW,14,Yes,0,11,32,NONE,Cloudy,NA
13301,2025-06-20,Bluffer's Beach Park,8,SW,14,Yes,0,9,NA,NONE,Clear,NA
13372,2023-06-08,Marie Curtis Park East Beach,13,NW,16,No,NA,17,12,NONE,murky,2.53
13373,2023-06-08,Sunnyside Beach,13,NW,16,No,NA,16,5,NONE,clear,0.51
13374,2023-06-08,Hanlan's Point Beach,13,NW,16,No,NA,14,2,NONE,clear,NA
13375,2023-06-08,Gibraltar Point Beach,13,NW,16,No,NA,16,NA,NONE,clear,NA
13376,2023-06-08,Centre Island Beach,13,NW,16,No,NA,16,NA,NONE,clear,NA
13377,2023-06-08,Ward's Island Beach,13,NW,16,No,NA,17,NA,NONE,cloudy,NA
13378,2023-06-08,Cherry Beach,13,NW,16,No,NA,15,18,NONE,clear,NA
13379,2023-06-08,Woodbine Beaches,13,NW,16,No,NA,14,4,NONE,cloudy,NA
13380,2023-06-08,Kew Balmy Beach,13,NW,16,No,NA,14,56,NONE,cloudy,NA
13381,2023-06-08,Bluffer's Beach Park,13,NW,16,No,NA,16,5,LOW,murky,NA
13383,2024-07-17,Marie Curtis Park East Beach,11,NW,21,Yes,87,20,NA,NONE,Debris,5.01
13384,2024-07-17,Sunnyside Beach,11,NW,21,Yes,87,21,NA,NONE,Debris,4.52
13385,2024-07-17,Hanlan's Point Beach,11,NW,21,Yes,87,20,6,NONE,Cloudy,NA
13386,2024-07-17,Gibraltar Point Beach,11,NW,21,Yes,87,23,NA,NONE,Cloudy,NA
13387,2024-07-17,Centre Island Beach,11,NW,21,Yes,87,21,11,NONE,Cloudy,NA
13388,2024-07-17,Ward's Island Beach,11,NW,21,Yes,87,22,NA,NONE,Murky,NA
13389,2024-07-17,Cherry Beach,11,NW,21,Yes,87,24,NA,NONE,Murky,NA
13390,2024-07-17,Woodbine Beaches,11,NW,21,Yes,87,20,NA,NONE,cloudy,NA
13391,2024-07-17,Kew Balmy Beach,11,NW,21,Yes,87,20,38,NONE,cloudy,NA
13392,2024-07-17,Bluffer's Beach Park,11,NW,21,Yes,87,20,4,NONE,cloudy,NA
13393,2024-08-06,Centre Island Beach,15,NE,19,Yes,7,22,5,NONE,Algae,NA
13394,2024-08-06,Ward's Island Beach,15,NE,19,Yes,7,22,NA,NONE,Clear,NA
13395,2024-08-06,Cherry Beach,15,NE,19,Yes,7,22,NA,NONE,Murky,NA
13396,2024-08-06,Woodbine Beaches,15,NE,19,Yes,7,23,NA,HIGH,cloudy,NA
13397,2024-08-06,Kew Balmy Beach,15,NE,19,Yes,7,22,7,HIGH,cloudy,NA
13398,2024-08-06,Bluffer's Beach Park,15,NE,19,Yes,7,29,NA,LOW,murky debris,NA
13449,2025-06-15,Marie Curtis Park East Beach,13,NE,17,No,NA,14,4,NONE,Cloudy,1.18
13450,2025-06-15,Sunnyside Beach,13,NE,17,No,NA,14,69,NONE,Clear,0.93
13451,2025-06-15,Hanlan's Point Beach,13,NE,17,No,NA,13,NA,NONE,Clear,NA
13452,2025-06-15,Gibraltar Point Beach,13,NE,17,No,NA,14,4,NONE,Clear,NA
13453,2025-06-15,Centre Island Beach,13,NE,17,No,NA,14,3,NONE,Clear,NA
13454,2025-06-15,Ward's Island Beach,13,NE,17,No,NA,13,NA,NONE,Clear,NA
13455,2025-06-15,Cherry Beach,13,NE,17,No,NA,13,3,NONE,Clear,NA
13456,2025-06-15,Woodbine Beaches,13,NE,17,No,NA,13,2,LOW,Cloudy,NA
13457,2025-06-15,Kew Balmy Beach,13,NE,17,No,NA,12,27,MOD,Cloudy,NA
13458,2025-06-15,Bluffer's Beach Park,13,NE,17,No,NA,13,4,NONE,Cloudy,NA
13499,2024-08-12,Marie Curtis Park East Beach,13,W,16,Yes,1,14,6,NONE,Clear,0.34
13500,2024-08-12,Sunnyside Beach,13,W,16,Yes,1,15,28,NONE,Clear,0.6
13501,2024-08-12,Hanlan's Point Beach,13,W,16,Yes,1,15,2,NONE,Clear,NA
13502,2024-08-12,Gibraltar Point Beach,13,W,16,Yes,1,18,30,NONE,Cloudy,NA
13503,2024-08-12,Centre Island Beach,13,W,16,Yes,1,19,38,NONE,Murky,NA
13504,2024-08-12,Ward's Island Beach,13,W,16,Yes,1,20,NA,NONE,Clear,NA
13505,2024-08-12,Cherry Beach,13,W,16,Yes,1,22,8,NONE,Clear,NA
13506,2024-08-12,Woodbine Beaches,13,W,16,Yes,1,11,NA,NONE,clear,NA
13507,2024-08-12,Kew Balmy Beach,13,W,16,Yes,1,12,16,NONE,clear,NA
13508,2024-08-12,Bluffer's Beach Park,13,W,16,Yes,1,10,NA,NONE,clear,NA
13549,2024-06-27,Marie Curtis Park East Beach,11,NW,15,Yes,4,15,2,NONE,clear,0.85
13550,2024-06-27,Sunnyside Beach,11,NW,15,Yes,4,17,37,NONE,clear,1.85
13551,2024-06-27,Hanlan's Point Beach,11,NW,15,Yes,4,15,32,NONE,clear,NA
13552,2024-06-27,Gibraltar Point Beach,11,NW,15,Yes,4,13,NA,NONE,clear,NA
13553,2024-06-27,Centre Island Beach,11,NW,15,Yes,4,16,22,NONE,clear,NA
13554,2024-06-27,Ward's Island Beach,11,NW,15,Yes,4,16,16,NONE,clear,NA
13555,2024-06-27,Cherry Beach,11,NW,15,Yes,4,18,4,NONE,clear,NA
13556,2024-06-27,Woodbine Beaches,11,NW,15,Yes,4,8,NA,NONE,clear,NA
13557,2024-06-27,Kew Balmy Beach,11,NW,15,Yes,4,8,67,NONE,clear,NA
13558,2024-06-27,Bluffer's Beach Park,11,NW,15,Yes,4,13,NA,NONE,clear,NA
13589,2024-06-23,Marie Curtis Park East Beach,5,E,20,Yes,2,19,22,NONE,Cloudy,NA
13590,2024-06-23,Sunnyside Beach,5,E,20,Yes,2,19,22,NONE,Cloudy,NA
13591,2024-06-23,Hanlan's Point Beach,5,E,20,Yes,2,19,3,NONE,Cloudy,NA
13592,2024-06-23,Gibraltar Point Beach,5,E,20,Yes,2,19,NA,LOW,Cloudy,NA
13593,2024-06-23,Centre Island Beach,5,E,20,Yes,2,20,NA,NONE,Clear,NA
13594,2024-06-23,Ward's Island Beach,5,E,20,Yes,2,18,30,NONE,Debris,NA
13595,2024-06-23,Cherry Beach,5,E,20,Yes,2,18,10,NONE,Cloudy,NA
13596,2024-06-23,Woodbine Beaches,5,E,20,Yes,2,15,NA,MOD,murky,NA
13597,2024-06-23,Kew Balmy Beach,5,E,20,Yes,2,16,7,MOD,murky,NA
13598,2024-06-23,Bluffer's Beach Park,5,E,20,Yes,2,17,17,LOW,"murky, debris",NA
13599,2024-06-24,Marie Curtis Park East Beach,11,NW,19,Yes,0,14,NA,NONE,Murky,2.52
13600,2024-06-24,Sunnyside Beach,11,NW,19,Yes,0,18,NA,NONE,Murky,1.98
13601,2024-06-24,Hanlan's Point Beach,11,NW,19,Yes,0,12,17,NONE,Clear,NA
13602,2024-06-24,Gibraltar Point Beach,11,NW,19,Yes,0,14,NA,NONE,Clear,NA
13603,2024-06-24,Centre Island Beach,11,NW,19,Yes,0,16,3,NONE,Clear,NA
13604,2024-06-24,Ward's Island Beach,11,NW,19,Yes,0,16,NA,NONE,Clear,NA
13605,2024-06-24,Cherry Beach,11,NW,19,Yes,0,16,NA,NONE,Clear,NA
13606,2024-06-24,Woodbine Beaches,11,NW,19,Yes,0,15,NA,NONE,Clear,NA
13607,2024-06-24,Kew Balmy Beach,11,NW,19,Yes,0,14,16,NONE,Clear,NA
13608,2024-06-24,Bluffer's Beach Park,11,NW,19,Yes,0,16,48,NONE,Clear,NA
13609,2025-05-26,Marie Curtis Park East Beach,11,SW,10,Yes,6,10,13,NONE,Clear,0.89
13610,2025-05-26,Sunnyside Beach,11,SW,10,Yes,6,9,120,NONE,Clear,1.16
13611,2025-05-26,Hanlan's Point Beach,11,SW,10,Yes,6,9,7,NONE,Clear,NA
13612,2025-05-26,Gibraltar Point Beach,11,SW,10,Yes,6,9,25,NONE,Clear,NA
13613,2025-05-26,Centre Island Beach,11,SW,10,Yes,6,10,18,NONE,Clear,NA
13614,2025-05-26,Ward's Island Beach,11,SW,10,Yes,6,10,15,NONE,Cloudy,NA
13615,2025-05-26,Cherry Beach,11,SW,10,Yes,6,10,55,NONE,Clear,NA
13616,2025-05-26,Woodbine Beaches,11,SW,10,Yes,6,11,11,NONE,Clear,NA
13617,2025-05-26,Kew Balmy Beach,11,SW,10,Yes,6,11,21,NONE,Clear,NA
13618,2025-05-26,Bluffer's Beach Park,11,SW,10,Yes,6,9,46,NONE,Clear,NA
13699,2024-08-10,Marie Curtis Park East Beach,18,W,17,Yes,7,23,NA,MOD,murky,1.97
13700,2024-08-10,Sunnyside Beach,18,W,17,Yes,7,22,36,NONE,clear,1.36
13701,2024-08-10,Hanlan's Point Beach,18,W,17,Yes,7,22,NA,HIGH,cloudy,NA
13702,2024-08-10,Gibraltar Point Beach,18,W,17,Yes,7,22,NA,HIGH,cloudy,NA
13703,2024-08-10,Centre Island Beach,18,W,17,Yes,7,NA,NA,None,None,NA
13704,2024-08-10,Ward's Island Beach,18,W,17,Yes,7,23,NA,LOW,cloudy,NA
13705,2024-08-10,Cherry Beach,18,W,17,Yes,7,24,NA,LOW,cloudy,NA
13706,2024-08-10,Woodbine Beaches,18,W,17,Yes,7,22,NA,NONE,Murky,NA
13707,2024-08-10,Kew Balmy Beach,18,W,17,Yes,7,22,NA,LOW,Murky,NA
13708,2024-08-10,Bluffer's Beach Park,18,W,17,Yes,7,21,NA,NONE,Clear,NA
13709,2024-08-11,Marie Curtis Park East Beach,18,SW,17,No,NA,20,NA,LOW,clear,7.45
13710,2024-08-11,Sunnyside Beach,18,SW,17,No,NA,21,NA,NONE,algae,1.37
13711,2024-08-11,Hanlan's Point Beach,18,SW,17,No,NA,20,NA,HIGH,clear,NA
13712,2024-08-11,Gibraltar Point Beach,18,SW,17,No,NA,20,NA,HIGH,clear,NA
13713,2024-08-11,Centre Island Beach,18,SW,17,No,NA,20,12,NONE,clear,NA
13714,2024-08-11,Ward's Island Beach,18,SW,17,No,NA,21,NA,LOW,debris,NA
13715,2024-08-11,Cherry Beach,18,SW,17,No,NA,21,NA,LOW,debris,NA
13716,2024-08-11,Woodbine Beaches,18,SW,17,No,NA,21,NA,LOW,Cloudy,NA
13717,2024-08-11,Kew Balmy Beach,18,SW,17,No,NA,20,7,LOW,Cloudy,NA
13718,2024-08-11,Bluffer's Beach Park,18,SW,17,No,NA,18,NA,LOW,Cloudy,NA
13729,2024-07-15,Marie Curtis Park East Beach,18,SW,22,Yes,2,22,NA,NONE,debris,1.02
13730,2024-07-15,Sunnyside Beach,18,SW,22,Yes,2,24,15,NONE,debris,1.57
13731,2024-07-15,Hanlan's Point Beach,18,SW,22,Yes,2,23,NA,LOW,cloudy,NA
13732,2024-07-15,Gibraltar Point Beach,18,SW,22,Yes,2,23,NA,LOW,cloudy,NA
13733,2024-07-15,Centre Island Beach,18,SW,22,Yes,2,23,NA,NONE,clear,NA
13734,2024-07-15,Ward's Island Beach,18,SW,22,Yes,2,23,NA,LOW,cloudy,NA
13735,2024-07-15,Cherry Beach,18,SW,22,Yes,2,24,NA,LOW,cloudy,NA
13736,2024-07-15,Woodbine Beaches,18,SW,22,Yes,2,20,2,NONE,cloudy,NA
13737,2024-07-15,Kew Balmy Beach,18,SW,22,Yes,2,20,38,NONE,cloudy,NA
13738,2024-07-15,Bluffer's Beach Park,18,SW,22,Yes,2,20,1,NONE,clear,NA
13739,2024-08-01,Marie Curtis Park East Beach,15,NW,23,Yes,1,23,NA,NONE,Murky ,1.13
13740,2024-08-01,Sunnyside Beach,15,NW,23,Yes,1,24,30,NONE,Murky,0.83
13741,2024-08-01,Hanlan's Point Beach,15,NW,23,Yes,1,24,4,NONE,Clear,NA
13742,2024-08-01,Gibraltar Point Beach,15,NW,23,Yes,1,24,NA,NONE,Clear,NA
13743,2024-08-01,Centre Island Beach,15,NW,23,Yes,1,25,12,NONE,Clear,NA
13744,2024-08-01,Ward's Island Beach,15,NW,23,Yes,1,26,NA,NONE,Clear ,NA
13745,2024-08-01,Cherry Beach,15,NW,23,No,1,27,4,NONE,Clear ,NA
13746,2024-08-01,Woodbine Beaches,15,NW,23,No,1,22,NA,NONE,Clear,NA
13747,2024-08-01,Kew Balmy Beach,15,NW,23,No,1,21,35,NONE,Clear,NA
13748,2024-08-01,Bluffer's Beach Park,15,NW,23,No,1,22,9,NONE,Clear ,NA
13779,2023-05-31,Marie Curtis Park East Beach,8,S,17,No,NA,15,2,NONE,clear,1.47
13780,2023-05-31,Sunnyside Beach,8,S,17,No,NA,16,NA,NONE,clear,1.03
13781,2023-05-31,Hanlan's Point Beach,8,S,17,No,NA,13,2,NONE,clear,NA
13782,2023-05-31,Gibraltar Point Beach,8,S,17,No,NA,13,NA,NONE,clear,NA
13783,2023-05-31,Centre Island Beach,8,S,17,No,NA,13,3,NONE,clear,NA
13784,2023-05-31,Ward's Island Beach,8,S,17,No,NA,12,1,NONE,clear,NA
13785,2023-05-31,Cherry Beach,8,S,17,No,NA,15,4,NONE,clear,NA
13786,2023-05-31,Woodbine Beaches,8,S,17,No,NA,13,3,NONE,clear,NA
13787,2023-05-31,Kew Balmy Beach,8,S,17,No,NA,14,45,NONE,clear,NA
13788,2023-05-31,Bluffer's Beach Park,8,S,17,No,NA,17,NA,NONE,clear,NA
13849,2023-08-29,Marie Curtis Park East Beach,9,E,14,No,NA,19,NA,NONE,Clear,1
13850,2023-08-29,Sunnyside Beach,9,E,14,No,NA,19,4,NONE,Clear,0.49
13851,2023-08-29,Hanlan's Point Beach,9,E,14,No,NA,19,NA,NONE,Clear,NA
13852,2023-08-29,Gibraltar Point Beach,9,E,14,No,NA,17,NA,NONE,Clear,NA
13853,2023-08-29,Centre Island Beach,9,E,14,No,NA,18,NA,NONE,Clear,NA
13854,2023-08-29,Ward's Island Beach,9,E,14,No,NA,17,NA,NONE,Clear,NA
13855,2023-08-29,Cherry Beach,9,E,14,No,NA,17,NA,NONE,Clear,NA
13856,2023-08-29,Woodbine Beaches,9,E,14,No,NA,17,12,NONE,Clear,NA
13857,2023-08-29,Kew Balmy Beach,9,E,14,No,NA,18,107,NONE,Clear,NA
13858,2023-08-29,Bluffer's Beach Park,9,E,14,No,NA,21,25,NONE,Clear,NA
13859,2023-09-10,Marie Curtis Park East Beach,NA,None,22,No,NA,NA,NA,None,None,NA
13860,2023-09-10,Sunnyside Beach,NA,None,22,No,NA,NA,NA,None,None,NA
13861,2023-09-10,Hanlan's Point Beach,NA,None,22,No,NA,NA,NA,None,None,NA
13862,2023-09-10,Gibraltar Point Beach,NA,None,22,No,NA,NA,NA,None,None,NA
13863,2023-09-10,Centre Island Beach,NA,None,22,No,NA,NA,NA,None,None,NA
13864,2023-09-10,Ward's Island Beach,NA,None,22,No,NA,NA,NA,None,None,NA
13865,2023-09-10,Cherry Beach,NA,None,22,No,NA,20,5,NONE,clear,NA
13866,2023-09-10,Woodbine Beaches,NA,None,22,No,NA,20,8,NONE,Clear,NA
13867,2023-09-10,Kew Balmy Beach,NA,None,22,No,NA,20,100,NONE,Clear,NA
13868,2023-09-10,Bluffer's Beach Park,NA,None,22,No,NA,NA,NA,None,None,NA
13869,2024-07-10,Marie Curtis Park East Beach,18,N,20,No,NA,21,NA,LOW,Debris ,1.4
13870,2024-07-10,Sunnyside Beach,18,N,20,No,NA,22,NA,NONE,Debris ,0.83
13871,2024-07-10,Hanlan's Point Beach,18,N,20,No,NA,20,NA,NONE,Cloudy ,NA
13872,2024-07-10,Gibraltar Point Beach,18,N,20,No,NA,22,NA,NONE,Cloudy,NA
13873,2024-07-10,Centre Island Beach,18,N,20,No,NA,22,NA,NONE,Cloudy ,NA
13874,2024-07-10,Ward's Island Beach,18,N,20,No,NA,23,NA,NONE,Cloudy ,NA
13875,2024-07-10,Cherry Beach,18,N,20,No,NA,26,NA,NONE,Cloudy ,NA
13876,2024-07-10,Woodbine Beaches,18,N,20,No,NA,20,2,NONE,Clear ,NA
13877,2024-07-10,Kew Balmy Beach,18,N,20,No,NA,19,NA,NONE,Clear,NA
13878,2024-07-10,Bluffer's Beach Park,18,N,20,No,NA,20,NA,NONE,Clear ,NA
13929,2025-06-05,Marie Curtis Park East Beach,8,NW,16,Yes,5,10,52,NONE,Clear,3.02
13930,2025-06-05,Sunnyside Beach,8,NW,16,Yes,5,10,7,NONE,Clear,0.95
13931,2025-06-05,Hanlan's Point Beach,8,NW,16,Yes,5,12,7,NONE,Clear,NA
13932,2025-06-05,Gibraltar Point Beach,8,NW,16,Yes,5,13,NA,NONE,Clear,NA
13933,2025-06-05,Centre Island Beach,8,NW,16,Yes,5,13,27,NONE,Clear,NA
13934,2025-06-05,Ward's Island Beach,8,NW,16,Yes,5,13,3,NONE,Clear,NA
13935,2025-06-05,Cherry Beach,8,NW,16,Yes,5,14,5,NONE,Clear,NA
13936,2025-06-05,Woodbine Beaches,8,NW,16,Yes,5,13,16,NONE,Clear,NA
13937,2025-06-05,Kew Balmy Beach,8,NW,16,Yes,5,13,23,NONE,Clear,NA
13938,2025-06-05,Bluffer's Beach Park,8,NW,16,Yes,5,11,36,NONE,Cloudy,NA
14039,2023-06-23,Marie Curtis Park East Beach,15,E,19,No,NA,18,6,NONE,clear,1.18
14040,2023-06-23,Sunnyside Beach,15,E,19,No,NA,18,21,LOW,clear,0.85
14041,2023-06-23,Hanlan's Point Beach,15,E,19,No,NA,18,NA,NONE,clear,NA
14042,2023-06-23,Gibraltar Point Beach,15,E,19,No,NA,17,NA,LOW,clear,NA
14043,2023-06-23,Centre Island Beach,15,E,19,No,NA,19,21,NONE,clear,NA
14044,2023-06-23,Ward's Island Beach,15,E,19,No,NA,19,NA,NONE,clear,NA
14045,2023-06-23,Cherry Beach,15,E,19,No,NA,19,6,NONE,clear,NA
14046,2023-06-23,Woodbine Beaches,15,E,19,No,NA,14,8,LOW,murky,NA
14047,2023-06-23,Kew Balmy Beach,15,E,19,No,NA,14,57,LOW,murky,NA
14048,2023-06-23,Bluffer's Beach Park,15,E,19,No,NA,20,NA,LOW,murky,NA
14069,2023-07-06,Marie Curtis Park East Beach,15,E,24,No,NA,23,NA,NONE,clear,1.59
14070,2023-07-06,Sunnyside Beach,15,E,24,No,NA,23,72,NONE,clear,0.81
14071,2023-07-06,Hanlan's Point Beach,15,E,24,No,NA,20,12,NONE,clear,NA
14072,2023-07-06,Gibraltar Point Beach,15,E,24,No,NA,19,NA,NONE,clear,NA
14073,2023-07-06,Centre Island Beach,15,E,24,No,NA,20,8,NONE,clear,NA
14074,2023-07-06,Ward's Island Beach,15,E,24,No,NA,21,NA,NONE,clear,NA
14075,2023-07-06,Cherry Beach,15,E,24,No,NA,21,1,NONE,clear,NA
14076,2023-07-06,Woodbine Beaches,15,E,24,No,NA,21,NA,NONE,clear,NA
14077,2023-07-06,Kew Balmy Beach,15,E,24,No,NA,22,35,NONE,clear,NA
14078,2023-07-06,Bluffer's Beach Park,15,E,24,No,NA,19,3,NONE,clear,NA
14079,2024-05-25,Marie Curtis Park East Beach,32,NE,14,No,NA,14,4,MOD,Murky,0.88
14080,2024-05-25,Sunnyside Beach,32,NE,14,No,NA,15,10,NONE,Clear,0.74
14081,2024-05-25,Hanlan's Point Beach,32,NE,14,No,NA,NA,NA,None,None,NA
14082,2024-05-25,Gibraltar Point Beach,32,NE,14,No,NA,NA,NA,None,None,NA
14083,2024-05-25,Centre Island Beach,32,NE,14,No,NA,NA,NA,None,None,NA
14084,2024-05-25,Ward's Island Beach,32,NE,14,No,NA,NA,NA,None,None,NA
14085,2024-05-25,Cherry Beach,32,NE,14,No,NA,NA,NA,None,None,NA
14086,2024-05-25,Woodbine Beaches,32,NE,14,No,NA,12,NA,MOD,clear,NA
14087,2024-05-25,Kew Balmy Beach,32,NE,14,No,NA,11,NA,MOD,clear,NA
14088,2024-05-25,Bluffer's Beach Park,32,NE,14,No,NA,12,NA,MOD,clear,NA
14089,2025-05-21,Marie Curtis Park East Beach,42,NE,9,No,NA,10,NA,HIGH,Debris ,1.24
14090,2025-05-21,Sunnyside Beach,42,NE,9,No,NA,10,7,HIGH,Debris,0.98
14091,2025-05-21,Hanlan's Point Beach,42,NE,9,No,NA,NA,NA,None,None,NA
14092,2025-05-21,Gibraltar Point Beach,42,NE,9,No,NA,NA,NA,None,None,NA
14093,2025-05-21,Centre Island Beach,42,NE,9,No,NA,NA,NA,None,None,NA
14094,2025-05-21,Ward's Island Beach,42,NE,9,No,NA,NA,NA,None,None,NA
14095,2025-05-21,Cherry Beach,42,NE,9,No,NA,NA,NA,None,None,NA
14096,2025-05-21,Woodbine Beaches,42,NE,9,No,NA,NA,NA,None,None,NA
14097,2025-05-21,Kew Balmy Beach,42,NE,9,No,NA,NA,NA,None,None,NA
14098,2025-05-21,Bluffer's Beach Park,42,NE,9,No,NA,NA,NA,None,None,NA
14169,2024-07-09,Marie Curtis Park East Beach,13,NW,23,No,NA,22,NA,NONE,clear,0.55
14170,2024-07-09,Sunnyside Beach,13,NW,23,No,NA,23,7,NONE,clear,0.56
14171,2024-07-09,Hanlan's Point Beach,13,NW,23,No,NA,22,15,NONE,clear,NA
